id,date,speed,around_holiday,holiday,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,uvIndex,visibility,Clear,Drizzle,Drizzle and Dangerously Windy,Drizzle and Humid,Drizzle and Windy,Foggy,Heavy Rain,Heavy Rain and Dangerously Windy,Heavy Rain and Humid,Heavy Rain and Windy,Humid,Humid and Foggy,Humid and Mostly Cloudy,Humid and Overcast,Humid and Partly Cloudy,Light Rain,Light Rain and Humid,Light Rain and Windy,Mostly Cloudy,Overcast,Partly Cloudy,Possible Drizzle,Possible Drizzle and Humid,Possible Light Rain,Possible Light Rain and Humid,Rain,Rain and Dangerously Windy,Rain and Humid,Rain and Windy,Windy,Windy and Humid,Windy and Partly Cloudy
311,13/1/2017 23:00,24.29534546,False,False,14.59,14.59,11.99,0.84,1.59,32.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,14/1/2017 0:00,46.90567994,False,False,15.85,15.85,11.77,0.77,1.31,165.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,14/1/2017 1:00,48.53220815,False,False,15.87,15.87,11.78,0.77,2.45,97.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,14/1/2017 2:00,47.50157656,False,False,16.26,16.26,14.04,0.87,2.38,111.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,14/1/2017 3:00,49.41488506,False,False,16.62,16.62,14.35,0.86,2.0,128.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,14/1/2017 4:00,50.25685268,False,False,16.65,16.65,14.3,0.86,3.22,4.0,0.0,9.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,14/1/2017 5:00,45.86340059,False,False,16.17,16.17,14.05,0.87,3.2,33.0,0.0,9.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,14/1/2017 6:00,43.37214678,False,False,14.42,14.42,12.54,0.88,1.77,31.0,0.0,4.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,14/1/2017 7:00,41.84998581,False,False,14.45,14.45,12.66,0.89,2.1,41.0,0.0,4.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,14/1/2017 8:00,26.65595372,False,False,14.18,14.18,12.54,0.9,2.47,9.0,0.0,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,14/1/2017 9:00,18.47723566,False,False,14.31,14.31,12.39,0.88,1.94,46.0,1.0,4.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,14/1/2017 10:00,20.24316911,False,False,14.16,14.16,11.07,0.82,3.89,80.0,3.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,14/1/2017 11:00,15.87806385,False,False,14.13,14.13,11.65,0.85,3.0,319.0,4.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,14/1/2017 12:00,17.10833624,False,False,14.31,14.31,11.17,0.81,3.13,144.0,5.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,14/1/2017 13:00,14.51595561,False,False,16.68,16.68,14.27,0.86,2.98,88.0,5.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
326,14/1/2017 14:00,14.0846706,False,False,16.45,16.45,13.93,0.85,2.82,105.0,4.0,10.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
327,14/1/2017 15:00,14.04650257,False,False,16.7,16.7,14.23,0.85,2.38,82.0,3.0,10.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,14/1/2017 16:00,13.16144453,False,False,16.73,16.73,14.32,0.86,2.3,106.0,1.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
329,14/1/2017 17:00,15.69156891,False,False,16.48,16.48,14.05,0.86,2.6,114.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,14/1/2017 18:00,11.41326331,False,False,14.79,14.79,11.46,0.81,1.38,93.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331,14/1/2017 19:00,29.15225343,False,False,14.83,14.83,11.51,0.81,1.37,75.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,14/1/2017 20:00,39.21356016,False,False,15.11,15.11,12.86,0.86,1.45,30.0,0.0,4.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333,14/1/2017 21:00,39.72189565,False,False,15.1,15.1,12.8,0.86,1.8,350.0,0.0,4.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,14/1/2017 22:00,29.00408589,False,False,14.87,14.87,11.3,0.79,2.31,107.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335,14/1/2017 23:00,20.30243027,False,False,14.88,14.88,11.59,0.81,2.8,61.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
336,15/1/2017 0:00,43.18123431,False,False,16.18,16.18,11.71,0.75,2.76,93.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
337,15/1/2017 1:00,49.19540841,False,False,16.97,16.97,14.38,0.85,2.93,72.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338,15/1/2017 2:00,45.63729461,False,False,16.68,16.68,13.94,0.84,3.6,103.0,0.0,9.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,15/1/2017 3:00,47.13723996,False,False,16.66,16.66,14.04,0.85,3.43,78.0,0.0,9.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,15/1/2017 4:00,47.64430302,False,False,16.6,16.6,14.05,0.85,2.7,77.0,0.0,9.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,15/1/2017 5:00,44.05868139,False,False,16.09,16.09,13.53,0.85,2.96,54.0,0.0,9.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
342,15/1/2017 6:00,45.66760775,False,False,14.13,14.13,10.48,0.79,2.05,225.0,0.0,6.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343,15/1/2017 7:00,39.82115019,False,False,13.94,13.94,11.9,0.88,2.48,10.0,0.0,4.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,15/1/2017 8:00,39.88313658,False,False,13.83,13.83,12.04,0.89,2.47,17.0,0.0,4.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,15/1/2017 9:00,37.01930179,False,False,14.91,14.91,10.17,0.73,2.38,193.0,1.0,10.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,15/1/2017 10:00,42.05568367,False,False,15.2,15.2,10.58,0.74,2.05,90.0,3.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347,15/1/2017 11:00,39.93798733,False,False,13.87,13.87,11.08,0.83,2.9,106.0,4.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,15/1/2017 12:00,42.61913394,False,False,14.31,14.31,11.04,0.81,2.32,143.0,5.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,15/1/2017 13:00,41.09842129,False,False,14.22,14.22,10.82,0.8,0.66,101.0,5.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,15/1/2017 14:00,42.86226246,False,False,14.79,14.79,11.31,0.8,1.89,55.0,4.0,12.345999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,15/1/2017 15:00,38.24543052,False,False,15.28,15.28,11.0,0.76,1.5,321.0,3.0,12.345999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
352,15/1/2017 16:00,31.56907602,False,False,15.24,15.24,10.78,0.75,1.11,62.0,1.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,15/1/2017 17:00,41.83716732,False,False,14.97,14.97,11.48,0.8,1.67,347.0,0.0,8.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,15/1/2017 18:00,31.97247988,False,False,14.81,14.81,10.73,0.77,1.26,31.0,0.0,8.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,15/1/2017 19:00,45.24276678,False,False,14.72,14.72,10.61,0.76,1.34,79.0,0.0,8.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,15/1/2017 20:00,43.76981497,False,False,14.69,14.69,10.76,0.77,1.26,16.0,0.0,10.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,15/1/2017 21:00,36.53184286,False,False,14.69,14.69,10.75,0.77,0.99,74.0,0.0,10.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,15/1/2017 22:00,34.34011137,False,False,14.67,14.67,11.15,0.79,1.0,86.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,15/1/2017 23:00,45.14997057,False,False,14.6,14.6,11.27,0.8,1.54,47.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,16/1/2017 0:00,46.53770081,False,False,14.72,14.72,11.01,0.78,1.55,127.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,16/1/2017 1:00,49.28972754,False,False,14.74,14.74,10.91,0.78,1.28,97.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,16/1/2017 2:00,45.57499041,False,False,14.66,14.66,11.14,0.79,1.82,43.0,0.0,6.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,16/1/2017 3:00,47.95121076,False,False,14.56,14.56,10.81,0.78,0.65,65.0,0.0,6.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,16/1/2017 4:00,45.75230554,False,False,14.15,14.15,10.38,0.78,1.54,81.0,0.0,8.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365,16/1/2017 5:00,45.80800870000001,False,False,14.06,14.06,10.66,0.8,2.23,53.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,16/1/2017 6:00,43.07830809,False,False,13.68,13.68,9.98,0.78,2.19,92.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,16/1/2017 7:00,24.92097232,False,False,14.1,14.1,10.59,0.79,1.05,220.0,0.0,6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
368,16/1/2017 8:00,10.81345725,False,False,13.55,13.55,10.85,0.84,1.89,352.0,0.0,8.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,16/1/2017 9:00,13.535974,False,False,13.19,13.19,10.24,0.82,1.46,89.0,1.0,9.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,16/1/2017 10:00,15.61301969,False,False,13.77,13.77,10.8,0.82,4.02,213.0,3.0,8.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,16/1/2017 11:00,24.13540118,False,False,14.32,14.32,11.22,0.82,3.62,126.0,4.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372,16/1/2017 12:00,21.92170174,False,False,15.09,15.09,10.89,0.76,5.45,77.0,5.0,4.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,16/1/2017 13:00,27.11623167,False,False,15.41,15.41,11.24,0.76,4.91,89.0,5.0,4.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
374,16/1/2017 14:00,19.18424493,False,False,15.63,15.63,11.25,0.75,3.6,103.0,4.0,12.345999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
375,16/1/2017 15:00,19.67490396,False,False,15.43,15.43,11.0,0.75,4.39,108.0,3.0,12.345999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,16/1/2017 16:00,23.53270344,False,False,15.92,15.92,11.04,0.73,3.86,144.0,1.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,16/1/2017 17:00,18.79525445,False,False,16.0,16.0,11.41,0.74,3.55,101.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,16/1/2017 18:00,9.515760356,False,False,15.91,15.91,11.49,0.75,3.18,83.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,16/1/2017 19:00,16.17109041,False,False,15.96,15.96,11.59,0.75,3.66,106.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,16/1/2017 20:00,38.88529737,False,False,16.46,16.46,12.04,0.75,4.42,76.0,0.0,12.345999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381,16/1/2017 21:00,47.06565148,False,False,16.39,16.39,11.82,0.74,5.42,88.0,0.0,12.345999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,17/1/2017 2:00,47.68206799,False,False,16.01,16.01,11.63,0.75,4.27,80.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,17/1/2017 3:00,47.42633755,False,False,15.89,15.89,11.66,0.76,3.64,178.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,17/1/2017 4:00,47.38607771,False,False,15.89,15.89,11.66,0.76,4.76,109.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
385,17/1/2017 5:00,46.65533394,False,False,15.93,15.93,11.68,0.76,3.68,133.0,0.0,12.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386,17/1/2017 6:00,44.00032927,False,False,15.93,15.93,11.46,0.75,2.27,89.0,0.0,14.734000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,17/1/2017 7:00,27.76034909,False,False,16.65,16.65,12.95,0.79,2.87,129.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388,17/1/2017 8:00,13.52074191,False,False,16.57,16.57,13.08,0.8,2.73,99.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,17/1/2017 9:00,17.37344768,False,False,16.99,16.99,13.33,0.79,3.49,101.0,1.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
390,17/1/2017 10:00,22.42726536,False,False,17.14,17.14,11.85,0.71,4.41,89.0,3.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391,17/1/2017 11:00,18.71122479,False,False,17.19,17.19,12.59,0.74,4.34,93.0,4.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
392,17/1/2017 12:00,18.70123847,False,False,17.31,17.31,12.64,0.74,3.88,70.0,5.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393,17/1/2017 13:00,20.34790401,False,False,17.32,17.32,12.67,0.74,3.43,97.0,5.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
394,17/1/2017 14:00,20.50319323,False,False,17.77,17.77,12.77,0.73,3.91,115.0,4.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,17/1/2017 15:00,20.70269812,False,False,17.64,17.64,12.94,0.74,4.13,104.0,3.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396,17/1/2017 16:00,18.73631302,False,False,17.91,17.91,13.4,0.75,1.81,97.0,1.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,17/1/2017 17:00,11.30486958,False,False,17.65,17.65,13.37,0.76,2.98,96.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,17/1/2017 18:00,8.404659052000001,False,False,17.57,17.57,13.76,0.78,3.58,105.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,17/1/2017 19:00,23.68860846,False,False,17.57,17.57,14.04,0.8,4.15,85.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
400,17/1/2017 20:00,37.91832407,False,False,17.83,17.83,14.39,0.8,4.28,90.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,17/1/2017 21:00,45.10128623,False,False,17.79,17.79,14.4,0.81,3.78,80.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,17/1/2017 22:00,42.4202061,False,False,17.78,17.78,14.4,0.81,1.93,93.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,17/1/2017 23:00,43.94357933,False,False,17.8,17.8,14.54,0.81,2.05,87.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,18/1/2017 0:00,48.04726084,False,False,17.77,17.77,14.47,0.81,5.14,57.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
405,18/1/2017 1:00,52.40733803,False,False,17.37,17.37,14.37,0.83,2.91,79.0,0.0,16.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
406,18/1/2017 2:00,45.75224947,False,False,17.24,17.24,14.24,0.83,3.23,25.0,0.0,12.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,18/1/2017 8:00,15.57356203,False,False,17.68,17.68,14.32,0.81,2.24,80.0,0.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
408,18/1/2017 9:00,12.97242284,False,False,17.73,17.73,13.66,0.77,3.27,53.0,1.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,18/1/2017 10:00,22.16793552,False,False,18.18,18.18,14.22,0.78,0.54,86.0,3.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
410,18/1/2017 11:00,29.91862435,False,False,18.43,18.43,14.65,0.79,1.26,66.0,4.0,10.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
411,18/1/2017 12:00,16.64321487,False,False,18.38,18.38,14.73,0.79,1.51,247.0,5.0,5.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,18/1/2017 13:00,13.83576,False,False,18.79,18.79,14.91,0.78,0.96,164.0,5.0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,18/1/2017 14:00,13.5673244,False,False,18.88,18.93,15.51,0.81,1.19,65.0,4.0,3.0980000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,18/1/2017 15:00,16.69212322,False,False,18.75,18.78,15.37,0.81,1.31,110.0,3.0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
415,18/1/2017 16:00,15.32881353,False,False,18.82,18.86,15.41,0.81,2.0,91.0,1.0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,18/1/2017 17:00,11.06637838,False,False,18.34,18.37,15.24,0.82,1.17,127.0,0.0,4.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,18/1/2017 18:00,11.68317977,False,False,18.34,18.39,15.4,0.83,1.45,73.0,0.0,5.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,18/1/2017 19:00,14.85833466,False,False,18.34,18.42,15.53,0.84,1.09,87.0,0.0,6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,18/1/2017 20:00,38.08528201,False,False,18.24,18.37,15.86,0.86,1.31,66.0,0.0,5.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,18/1/2017 21:00,47.53734625,False,False,18.46,18.52,15.48,0.83,2.11,98.0,0.0,5.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,18/1/2017 22:00,39.61195123,False,False,18.41,18.48,15.47,0.83,1.58,98.0,0.0,6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,18/1/2017 23:00,42.85267604,False,False,18.33,18.43,15.75,0.85,1.91,82.0,0.0,5.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,19/1/2017 0:00,49.13299653,False,False,18.41,18.49,15.58,0.84,1.42,66.0,0.0,6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
424,19/1/2017 1:00,50.53230924,False,False,18.41,18.45,15.32,0.82,0.92,127.0,0.0,6.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
